publisher_id,name
1191,Dogwise Publishing
1192,Domain
1193,Don Aslett's Cleaning
1194,Donald m Grant Pub Incorporated
1195,Doona
1196,Dorchester Publishing Company Incorporated
1197,Doris Helmering
1198,Dorling Kindersley
1199,Dorling Kindersley Ltd
1200,Dorrance Publishing
1201,Double Dragon Pub
1202,Doubleday
1203,Doubleday Books
1204,Doubleday Books for Young Readers
1205,Doubleday Canada
1206,Doubleday UK
1207,"Doubleday, Page & Company"
1208,Douglas & McIntyre
1209,Douglas Gibson Books
1210,Dove Books
1211,Dover Books on Physics
1212,Dover Publications
1213,Down East Books
1214,Dpl Press
1215,Dr. Dave Billiards Resources
1216,Dr. Laura Schlessinger
1217,Dragon Door Publication
1218,Dragon Masters
1219,Dragonfly
1220,Dragonfly Books
1221,Dragonriders of Pern (Paperbac
1222,Dramatic Publishing
1223,Dramatists Play Service Inc
1224,"Dramatists Play Service, Inc."
1225,Drawn & Quarterly
1226,Drawn & Quarterly Publications
1227,Drawn and Quarterly
1228,Dream Machine Productions
1229,Dreamhaven Books
1230,Dreamland - Lebanon
1231,Drench Kiss Media Corporation
1232,Dresden Files
1233,Drmaster Publications Incorporated
1234,Ducasse Books
1235,Dufour Editions
1236,Duke University Press
1237,"Duluth, Minn. : Lake Superior Port Cities"
1238,Duncan Baird Publishers
1239,Dundurn
1240,Dungan Books
1241,Duquesne
1242,Dutton
1243,Dutton Adult
1244,Dutton Books
1245,Dutton Books for Young Readers
1246,Dutton Caliber
1247,Dutton Childrens Books
1248,Dutton Juvenile
1249,Dynamite
1250,E & E Pub
1251,E C W Press
1252,E P Dutton
1253,E-Artnow
1254,E-Rights/E-Reads Limited
1255,ECW Press
1256,EDAF
1257,EDB FICCION
1258,"ELDERBERRY PRESS, INC."
1259,EM Publishing
1260,ENC Press
1261,ESPN
1262,ESRI Press
1263,"ESRI, Inc."
1264,ETT Imprint
1265,Earth Aware Editions
1266,Earthscan
1267,Earthship Biotecture
1268,Easton Studio Press LLC
1269,Ebner and Sons Publishers
1270,Ebury Press
1271,Ecco
1272,Echo Point Books & Media
1273,"Echo Point Books & Media, LLC"
1274,Eclipse Press
1275,Ecotone Publishing
1276,Ed Rosenthal
1277,Edc Pub
1278,Eden Project Books
1279,Edgar Cahn
1280,Ediciones AKAL
1281,Ediciones Granica S.A.
1282,Ediciones Robinbook
1283,Ediciones Selectas Diamante SA de CV
1284,Ediciones Selectas Diamantes
1285,Ediciones Urano
1286,Edicoes Loyola
1287,Edinburgh University Press
1288,Editions Allia
1289,Editions Gallimard
1290,Editora Bibliomundi
1291,Editora Dracaena
1292,Editora UFMG
1293,Editores Caribe/Betania
1294,Editorial AMAT
1295,Editorial Anagrama
1296,Editorial Everest
1297,Editorial Mundo Hispano
1298,Editorial Paidotribo
1299,Editorial Portavoz
1300,Editorial Rm Rio Panuko
1301,Edizioni Mondadori
1302,Edizioni Savine
1303,Educators Pub Svc Incorporated
1304,Edward Elgar Publishing
1305,Eerdmans Books for Young Readers
1306,Eerdmans Classic Biblical Comm
1307,Eerdmans Publishing Company
1308,Eerdmans Young Readers
1309,Egmont Books (UK)
1310,Eight Books Ltd
1311,Eisenbrauns
1312,Eland
1313,Eland & Sickle Moon Books
1314,Eland Pub Limited
1315,Element
1316,Element Books Limited
1317,"Element Books, Limited"
1318,Elementary Go Series
1319,Elijah Muhammad Books.com
1320,Elle Charles
1321,Elle Kennedy Inc.
1322,Elloras Cave Pub Incorporated
1323,Elsevier
1324,Elsevier Australia
1325,Elsevier España
1326,Elsevier Health Sciences
1327,Embassy Books
1328,Ember
1329,Emblem Editions
1330,Emc Pub
1331,Emerald Group Publishing
1332,"Emerson & Church, Publishers"
1333,Emery Publishing Company
1334,Emily Windsnap
1335,Emmaus Road Publishing
1336,Emmett Eiland's Rugs
1337,Empire Strikes Press
1338,Enchanted Lion Books
1339,Enclave
1340,Encore Editions
1341,Encounter Books
1342,Ener-Chi Wellness Center
1343,Enfant
1344,"Englewood, Colo. : Libraries Unlimited"
1345,Enigma Edizioni
1346,Enlightened Financial Press
1347,Enslow Pub Incorporated
1348,Entangled: Amara
1349,Entangled: Bliss
1350,Entangled: Brazen
1351,Entangled: Select
1352,Entangled: Select Suspense
1353,Entangled: Teen
1354,Enthusiast Books
1355,Enuresis Assoc Llc
1356,Eos
1357,Epic Ink
1358,Epic of Gilgamesh (Paperback)
1359,Epicenter Press
1360,Epicenter Press (WA)
1361,Eric Lawrence
1362,Ernst Klett Sprachen
1363,Eros Comics
1364,Esoteric Publishing
1365,Espasa-Calpe
1366,Esri Press
1367,Estate of R. Buckminster Fuller
1368,Etc Publications
1369,Ethnonationalism Comparative P
1370,Eugenia Riley Classics
1371,Europa Editions
1372,Europa Editions UK
1373,Evan Moor Educational Publishers
1374,Evan-Moor Corporation
1375,Evan-Moor Educational Publishers
1376,Evans Brothers
1377,EverAfter Romance
1378,Evergreen
1379,Evergreen Farm
1380,Everyman Chess
1381,Everyman Paperback
1382,Everyman Paperback Classics
1383,Everyman's Library
1384,Everyman's Library Contemporar
1385,Everyman's Pocket Classics
1386,Everymans Library
1387,Everything
1388,Ewha Womans University Press
1389,Ex Machina Publishing Company
1390,"Exile Editions, Ltd."
1391,Exisle Publishing
1392,F C & A Pub
1393,F.A. Davis
1394,FLEXquarters.com Limited
1395,FPR-Books Ltd
1396,FSG Originals
1397,FT Press
1398,FTL Publications
1399,FV Éditions
1400,Faber & Faber
1401,Faber & Faber Crime
1402,Fable of Utopia
1403,Facet Publishing
1404,Facts on File
1405,Fair Winds Press
1406,Fair Winds Press (MA)
1407,Fairchild Books
1408,Fairleigh Dickinson Univ Press
1409,Fairview Press
1410,"Fairwood Press, Inc"
1411,Faith Kidz
1412,Faith Library Publications
1413,FaithWords
1414,Faithwords
1415,Falcon Guides
1416,Fall River Press
1417,Familius
1418,Fancy Monkey Studios
1419,Fanfare
1420,Fanove Pub
1421,Fantagraphics Books
1422,"Far Hills, NJ : New Horizon Press"
1423,Farcountry Press
1424,Farrar Straus & Giroux
1425,"Farrar, Straus and Giroux"
1426,"Farrar, Straus and Giroux (BYR)"
1427,"Farrar, Straus, and Giroux"
1428,Fawcett
1429,Fawcett Books
1430,Feiwel & Friends
1431,Feiwel and Friends
1432,Feldheim Publishers
1433,Felony & Mayhem
1434,Felony & Mayhem Press
1435,Feminist Press
1436,Feminist Press at CUNY
1437,Fenestra Books
1438,Feral House
1439,Fernand Hazan
1440,Fesler-Lampert Minnesota Herit
1441,Fesler-Lampert Minnesota Heritage
1442,Field Editions
1443,Field Translation Series
1444,Fifth Epochal Fellowship
1445,FilRougeViceversa
1446,Financial Times/Prentice Hall
1447,Finn Phyllis Press
1448,Fiona Lowe
1449,Fire Engineering Books
1450,Firefly Books
1451,Firefly Books Limited
1452,Fireship Press
1453,Fireside
1454,First Avenue Editions
1455,First Concepts in Mexican Folk
1456,First Fruits Press
1457,First Fruits of Zion
1458,First Second
1459,First Second Books
1460,Fitness Express Publications
1461,Fitness Lifestyle
1462,Five Star
1463,Five Star (ME)
1464,Five Star Trade
1465,Flammarion
1466,Flammarion-Pere Castor
1467,Flare
1468,Flash Point
1469,Flashlight Press
1470,Flatiron Books
1471,Flatiron Books: An Oprah Book
1472,Fleming H Revell Company
1473,Florida Hospital Publishing
1474,Floris Books
1475,Floris Books - Floris Books
1476,Flux
1477,Focal Press
1478,Focus House Publishing
1479,Focus on the Family
1480,Focus on the Family Pub
1481,Fodor's
1482,"Fog City Publishing, LLC"
1483,Follettbound
1484,Following God Character
1485,Following God Discipleship
1486,Fondo de Cultura Economica
1487,Fons Vitae
1488,For Dummies
1489,Fordham Univ Press
1490,Forever
1491,Forever Yours
1492,Forge Books
1493,Forgotten Books
1494,Fortress Press
1495,Foundation for Amer Christian
1496,Four Courts PressLtd
1497,Fourth Estate
1498,Fowler Wright Books Limited
1499,Fox Chapel Publishing
1500,Fox Chapel Publishing Company Incorporated
1501,Frances Lincoln
1502,Frances Lincoln Children's Books
1503,Frances Lincoln Limited
1504,Franciscan Media
1505,Frank Asch
1506,Frank Rose
1507,Franklin Classics
1508,Franklin Classics Trade Press
1509,Franklin Pub
1510,Franklin Watts
1511,Frederick A. Stokes
1512,Frederick Fell Pub
1513,Frederick Fell Publishers
1514,Frederick Warne & Company
1515,Frederick Warne Publishers
1516,Free Press
1517,Free Spirit Pub
1518,Free Spirit Publishing
1519,Freedom from Religion Fndtn
1520,Freedom from Religion Foundation
1521,Fremantle Press
1522,Fresh Awakenings
1523,Friedman/Fairfax Pub
1524,Friends of Peace PIlgrim
1525,Friends of the Earth Limited
1526,FriesenPress
1527,Frist Ctr for the Visual Arts
1528,Frog Books
1529,Frog Limited
1530,Fromm International
1531,Frommers
1532,Front Street Incorporated
1533,Frontline
1534,Frontline Books
1535,Ft Press
1536,Fuel Publishing
1537,Fulcrum Pub
1538,Fulcrum Publishing
1539,Full Quiver Publishing
1540,FunStitch Studio
1541,Funk & Wagnalls Company
1542,Future Horizons
1543,Future Horizons Incorporated
1544,"Futuregarden, Inc."
1545,G K Hall & Company
1546,G. P. Putnam's Sons
1547,G.P. Putnam's Sons
1548,G.P. Putnam's Sons Books for Young Readers
1549,GENERAL PRESS
1550,GMC Publications
1551,Gaia
1552,Galahad Books
1553,Galaxy
1554,Galaxy Books
1555,Galaxy Children's Large Print
1556,Galaxy Press  LLC
1557,Galaxy Press (CA)
1558,Gale / Cengage Learning
1559,Gale Cengage
1560,Gale and the British Library
1561,Galilee Trade
1562,Gallaudet University Press
1563,Gallery
1564,Gallery / Saga Press
1565,Gallery Books
1566,Gallery/Scout Press
1567,Galley Beggar Press
1568,Gallimard Education
1569,Gallimard-Jeunesse
1570,Gallopade International
1571,Gambit
1572,Games Workshop
1573,Games Workshop Limited
1574,"Garden City, N. Y., Doubleday"
1575,"Garden City, N.Y. : Doubleday"
1576,"Garden City, N.Y. Doubleday 1951."
1577,Garden Way Publishing Company
1578,Gardners Books
1579,Gareth Stevens Pub
1580,Garland Science
1581,Garrett County Press
1582,Gatekeeper Press
1583,Gates of Vienna Books
1584,Gateway
1585,Gateway Books
1586,Gecko Press
1587,Geeknation Press
1588,Geiger
1589,Gemini Publishing Co.
1590,Gemma Halliday Publishing
1591,Gemma James
1592,Gemstone Publishing
1593,Genealogical Publishing Com
1594,Genesis Communications Incorporated
1595,Genesis PressInc
1596,Geneva Press
1597,George Braziller
1598,George Weidenfeld & Nicholson
1599,Georgetown University Press
1600,Gere Donovan Press
1601,Gestalten
1602,Getty Publications
1603,Gibbs Smith
1604,Gibbs Smith Publishers
1605,Gideon House Books
1606,Gildan Media LLC aka G&D Media
1607,Gingerbread House
1608,Gingko Press Editions
1609,Ginka Opalchenova
1610,Ginkgo PressInc
1611,Girlebooks
1612,Giron Spanish Books Distributors
1613,Gladys Quintal
1614,Gleed Press
1615,Glencoe/McGraw-Hill
1616,Glencoe/McGraw-Hill School Pub
1617,Glencoe/McGraw-Hill School Publishing Company
1618,Global Authors Publishers
1619,Global Gospel Publishers
1620,Global Insights Publications
1621,Global Professional Publishi
1622,Global Quest Publishing
1623,Globe Pequot
1624,Glynworks Publishing
1625,Go Comi
1626,Go! Media Entertainment Llc
1627,Goal Q P C Incorporated
1628,Goco Pub
1629,God's Word for You
1630,Goddard PressInc
1631,Gold Eagle
1632,Gold Leaf Press (WA)
1633,Golden Books
1634,Golden Guides from Saint Martin's Press
1635,Golden Guides from St. Martin's Press
1636,Golden Inspirational
1637,Golden Palm
1638,Golden Press
1639,Golden West Pub
1640,Golden/Disney
1641,Goliath Books
1642,Gollancz
1643,Good Guy Entertainment
1644,Good Night Books
1645,Good Press
1646,Good Year Books
1647,Google Auto-narrated Demo
1648,Gorgias PressLlc
1649,Gospel Light Publications
1650,Gospel Publishing House
1651,Gotham
1652,Gotham Books
1653,Gottmer
1654,Gougeon Brothers
1655,Government Institutes
1656,Government Printing Office
1657,"Gower Publishing Company, Limited"
1658,"Gower Publishing, Ltd."
1659,Gracewing Publishing
1660,Graduate Management Admission
1661,Graham Mackintosh
1662,Gramercy
1663,Gramercy Books
1664,Grand Canyon Assn
1665,Grand Canyon Association
1666,Grand Central Life & Style
1667,Grand Central Pub
1668,Grand Central Publishing
1669,Granite Pub Llc
1670,Granta
1671,Granta Books
1672,Granta Books (UK)
1673,Granta Books (Uk)
1674,Graphic Arts Books
1675,Graphic Arts Center Publishing Co.
1676,Graphic Sha Publishing Company
1677,Graphic Universe ™
1678,Graphix
1679,Grason
1680,"Gray & Company, Publishers"
1681,Gray Neuropsychology Associates
1682,Graymalkin Media
1683,Graywolf Press
1684,Great Books in Philosophy
1685,Great Brain
1686,Great Expectations
1687,Great Expectations Book
1688,Great Source Education Group Incorporated
1689,Greatest
1690,Greatest Escapes.Com Pub
1691,Greek Tragedy in New Translati
1692,Green Creek
1693,Green Integer Books
1694,GreenWilBk
1695,"Greenhaven Press, Incorporated"
1696,Greenhill Books
1697,Greenhill Books/Lionel Leventhal
1698,Greenhill Press
1699,Greenleaf Book Group
1700,Greenleaf Publications (TN)
1701,Greenway Communications
1702,Greenwillow
1703,Greenwillow Books
1704,Greenwood
1705,Greenwood Press
1706,Greenwood Publishing Group
1707,Greg Egan
1708,Greystone Books
1709,Griffin Publications
1710,Griffyn Ink
1711,Grosset & Dunlap
1712,Groundwood Books Ltd
1713,Group Pub Incorporated
1714,Grove Press
1715,"Grove/Atlantic, Inc."
1716,Growthclimate Incorporated
1717,Grub Street Cookery
1718,Grub Street Publishers
1719,Grub Street the Basement
1720,Grupo Editorial Patria
1721,Grupo Nelson
1722,Grupo Planeta (GBS)
1723,Grupo Planeta Spain
1724,Gryphon House Incorporated
1725,"Gryphon House, Inc."
1726,Guardian Faber Publishing
1727,Guernica Editions
1728,Guild of Master Craftsman Publications Limited
1729,GuildAmerica Books
1730,Guilford Press
1731,Guilford Publications
1732,Gulf Professional Publishing
1733,Gulliver Books
1734,Gun Digest Books
1735,Gurze Books
1736,Gurze Designs & Books
1737,Gypsy Shadow Publishing
1738,H J Kramer
1739,H. Grevemberg
1740,HCI
1741,HF Ullmann Editions
1742,HMH
1743,HMH Books For Young Readers
1744,HMH Books for Young Readers
1745,HOW Books
1746,HP Trade
1747,HQ Digital
1748,HQN Books
1749,Hachai Publications
1750,Hachette Australia
1751,Hachette Book Group
1752,Hachette Books
1753,Hachette Children's
1754,"Hachette Digital, Inc."
1755,Hachette GO
1756,Hachette Go
1757,Hachette UK
1758,Hachette+ORM
1759,Hackett Publishing
1760,Hackett Publishing Company Incorporated
1761,Hal Leonard
1762,Hal Leonard Corporation
1763,Hal Leonard Publishing Corporation
1764,Hamlyn (UK)
1765,Hampton Roads
1766,Hampton Roads Publishing
1767,Hampton Roads Publishing Company Incorporated
1768,Handprint Books
1769,Handprint Books Incorporated
1770,Harbour Publishing Company
1771,Harcourt
1772,Harcourt Brace
1773,Harcourt Childrens Books
1774,Harcourt School
1775,Harcourt Young Classics
1776,Hard Shell Word Factory
1777,Hardie Grant Publishing
1778,Hardy Boys
1779,Hardy Boys (Hardcover)
1780,Harlequin
1781,Harlequin / SB Creative
1782,Harlequin Books
1783,Harlequin Kimani
1784,Harlequin Treasury-Harlequin Historicals 90s
1785,Harlequin Treasury-Harlequin Intrigue 90s
1786,Harlequin Treasury-Harlequin Regency 90s
1787,Harlequin Treasury-Harlequin Superromance 90s
1788,Harlequin Treasury-Harlequin Temptation 90s
1789,Harmony
1790,Harmony Books
1791,Harold Davis
1792,Harold Shaw Pub
1793,Harper
1794,Harper & Row Barnes & Noble Import Division
1795,Harper Collins
1796,Harper Collins publishers
1797,Harper Design
1798,Harper Horizon
1799,Harper Paperbacks
1800,Harper Perennial
1801,Harper Perennial Modern Classics
1802,Harper Prism
1803,Harper San Francisco
1804,Harper Trophy
1805,Harper Uk
1806,Harper Voyager
1807,HarperAu
1808,HarperBusiness
1809,HarperChristian Resources
1810,HarperCol
1811,HarperColl
1812,HarperCollins
1813,HarperCollins (UK)
1814,HarperCollins Australia
1815,HarperCollins Canada
1816,HarperCollins Children's Books
1817,HarperCollins Christian Publishing
1818,HarperCollins Leadership
1819,HarperCollins Publishers
1820,HarperCollins UK
1821,HarperFestival
1822,HarperOne
1823,HarperPB
1824,HarperPerennial
1825,HarperPrism
1826,HarperSanFrancisco
1827,HarperTeen
1828,HarperTempest
1829,HarperThorsons
1830,HarperTorch
1831,HarperTrophy
1832,HarperVia
1833,Harpercollins
1834,Harpercollins Australia
1835,Harpercollins Canada
1836,Harpercollins Childrens Books
1837,Harpercollins College Division
1838,Harpercollins Pub Limited
1839,Harriman House Limited
1840,Harrison House
1841,Harrison House Incorporated
1842,Harrison House Publishers
1843,Harry N Abrams Inc
1844,Harry N Abrams Incorporated
1845,Harry N. Abrams
1846,Harvard Business Press
1847,Harvard Business Review Press
1848,Harvard Common Press
1849,Harvard Univ Council on East Asian
1850,Harvard Univ Office of Career
1851,Harvard University Press
1852,Harvest Books
1853,Harvest House Pub
1854,Harvest House Publishers
1855,Harvill Secker
1856,Hastings House Pub
1857,Haunted Computer Books
1858,Haus Publishing
1859,Hawthorne Books
1860,Hay House Incorporated
1861,"Hay House, Inc"
1862,Haymarket Books
1863,"Haynes Manuals N. America, Incorporated"
1864,Haynes Publications
1865,Haynes Publishing Group
1866,Haynes Publishing UK
1867,Hazelden Publishing
1868,Hazelton Publishing (UK)
1869,Hci
1870,Head of Zeus
1871,Head of Zeus Ltd
1872,Headline
1873,Healing Arts Press
1874,Health Communications Incorporated
1875,"Health Communications, Inc."
1876,Health Press (NM)
1877,Health Research Books
1878,Healthy Living Publications
1879,Hearst Books
1880,Hearst Communications
1881,Heart of Wisdom Publishing Inc
1882,Heartquest
1883,Heinemann
1884,Heinemann Drama
1885,Heinemann Educational Books
1886,Heinemann Educational Publishers
1887,Heinemann/Raintree
1888,Heinle & Heinle Pub
1889,Helena Hunting
1890,Helter Skelter Limited
1891,Hendrickson Pub
1892,Hendrickson Publishers
1893,Henle Latin
1894,Henry Altemus Company
1895,Henry Holt
1896,Henry Holt & Co
1897,Henry Holt & Company
1898,Henry Holt and Company
1899,Henry Holt and Company (BYR)
1900,Henry Holt and Company BYR Paperbacks
1901,Herald Press
1902,Herald Press (VA)
1903,Herder & Herder
1904,Heretic Books
1905,Heritage Books
1906,Heritage Builders
1907,Heritage House Publishing Co
1908,Hermeneia: A Critical & Histor
1909,Herridge & Sons Limited
1910,Hesperides Press
1911,Hesperus Press
1912,Heyday
1913,Heyday Books
1914,High Druid of Shannara
1915,High Roads Media
1916,Hill & Wang
1917,Hill and Wang
1918,Hillstead Pub
1919,Himalayan Inst Press
1920,Himalayan Institute Press
1921,Hippocrene Books
1922,Hippocrene Dictionary & Phrase
1923,Hippocrene Practical Dictionar
1924,History Press (SC)
1925,Hither Page Press
1926,Hobby House PressInc
1927,"Hocus Pocus Publishing, Inc."
1928,Hodder
1929,Hodder & Stoughton
1930,Hodder & Stoughton Limited
1931,Hodder Children's Books
1932,Hodder Education
1933,Hodder Paperbacks
1934,Hogarth
1935,Hogarth Press
1936,Holden Day
1937,Holiday House
1938,Holloway House Publishing
1939,Holly B Clegg
1940,Hollym International
1941,Holman Bible Publishers
1942,Holmes & Meier Publishers
1943,Holt McDougal
1944,Holt Paperbacks
1945,Holt Rinehart & Winston
1946,Hong Kong University Press
1947,Honor Books
1948,Hoover Institution Press
1949,Hoover Press
1950,Hope Publishing House
1951,Horizon Pub & Dist Incorporated
1952,Horizon Publishers
1953,Horus Pub Incorporated
1954,Hot Key Books
1955,Houghton & Houghton
1956,Houghton Mifflin
1957,Houghton Mifflin Books for Children
1958,Houghton Mifflin College Division
1959,Houghton Mifflin Harcourt
1960,Houghton Mifflin Harcourt (HMH)
1961,Houghton Mifflin Harcourt P
1962,Houghton Mifflin Harcourt Religion
1963,Houghton Mifflin Harcourt School
1964,Houghton Mifflin School
1965,Hourglass
1966,House of Anansi
1967,House of Collectibles
1968,House of Stratus
1969,Howard Books
1970,Howell Book House
1971,Howell Books
1972,Hueber Verlag
1973,Hugh Lauter Levin Assc
1974,Huia Publishers
1975,Human Factor Research Group Incorporated
1976,Human Kinetics
1977,Human Kinetics Publishers
1978,Human Rights Watch
1979,Humanics Publishing Group
1980,Humanities Press International
1981,Humanix Books
1982,"Humanoids, Incorporated"
1983,Humongous Entertainment
1984,Hungry Horse
1985,Hunter House
1986,"Hunter Publishing, Inc"
1987,Huntington House Pub
1988,Hussies & Harpies Press
1989,Hutchinson
1990,Hutchinson Radius
1991,Hw Wilson Company
1992,Hydra Books
1993,Hylas Pub
1994,Hymns Ancient and Modern Ltd
1995,Hyperion
1996,Hyperion Books
1997,Hyperion Books for Children
1998,Hypernova Publishing
1999,Hypnosis.org
2000,I B Tauris & Company Limited
2001,I. K. International Pvt Ltd
2002,I5 Press
2003,IBM Press
2004,ICS Publications
2005,IDEA
2006,IDW Publishing
2007,IET
2008,IGI Global
2009,IIBA
2010,IICA Biblioteca Venezuela
2011,INFAROM Publishing
2012,IOS Press
2013,IRL Press
2014,ISA
2015,ISBS
2016,ISCA
2017,ISD LLC
2018,ISHK
2019,IT Revolution
2020,IVP
2021,IVP Academic
2022,IVP Books
2023,IVP Connect
2024,Iamcoach Pub
2025,Ian Allen Pub
2026,Iap - Information Age Pub. Incorporated
2027,Ibex Pub
2028,Ibooks
2029,Icon Books
2030,Icon Books Company
2031,Icon Books Ltd
2032,Idea & Design Works Llc
2033,Ig Pub
2034,Ig Publishing
2035,Ignatius Press
2036,Ignite Books
2037,Ignition Books®
2038,Ilex Press
2039,Im-Press
2040,ImaJinn Books
2041,Image
2042,Image Books
2043,Image Comics
2044,Image Connection
2045,Image Global Imapct
2046,Images Publishing
2047,Imagine That! Studios
2048,Immedium
2049,Impact Christian Books Incorporated
2050,Impact Pub
2051,Imperial College Press
2052,Important Books
2053,Imprint
2054,Imprint Academic
2055,In the Shade of the Qur'an
2056,Incarnations of Immortality
2057,Independent Music PressLtd
2058,Independently Published
2059,Indiana University Press
2060,"Indianapolis, The Bobbs-Merrill Company [c1925]"
2061,Indus
2062,Industrial Data & Information Incorporated
2063,Industrial Press Inc.
2064,IndyPublish.com
2065,Infinity Publishing
2066,Infobase Publishing
2067,Information Economics Press
2068,"Information Today, Inc."
2069,Information USA Incorporated
2070,Ingram
2071,Ink Monster LLC
2072,Inkshares
2073,Inner City Books
2074,Inner Light - Global communications
2075,Inner Traditions
2076,Inner Traditions / Bear & Co
2077,Inner3
2078,Insiders' Guide
2079,"Insight Press, Incorporated"
2080,Insomniac Press
2081,Inspirational Press
2082,Inst for Healthcare Advancement
2083,Inst for Personal Power
2084,Inst of Economic Affairs
2085,Inst of Karmic Guidance
2086,Instant Series Publication
2087,Institute of Southeast Asian Studies
2088,Int. Rice Res. Inst.
2089,Integral Yoga Dist
2090,Integritous Press
2091,Intellect Books
2092,Inter-Varsity Press
2093,InterVarsity Press
2094,Intercollegiate Studies Inst
2095,Intercontinental Pub Incorporated
2096,Interlink Books
2097,Interlink Publishing Group Incorporated
2098,Intermark Language Services
2099,Intermediate Technology Publications
2100,International Ctr for Ethic Studies
2101,International Marine Publishing
2102,International Marine Publishing Company
2103,International Marine/Ragged Mountain Press
2104,International Universities PressInc
2105,Interpet
2106,Intervarsity Press
2107,Intervisual/Piggy Toes
2108,Interweave
2109,Ionfox AB
2110,Ipicturebooks
2111,Ipso Books
2112,Ironclad Pub
2113,Irwin Professional Pub
2114,Isa
2115,Ishi Press
2116,Isi Books
2117,Isis Large Print Books
2118,Islamic Propagation Centre International
2119,Island Books
2120,Island Nation Press LLC
2121,Island Press
2122,Islandport PressInc
2123,It Books
2124,Ivan R Dee
2125,Ivan R. Dee
2126,Ivy Books
2127,J Countryman Books
2128,J. Robert Kennedy
2129,J. Ross Publishing
2130,J.M. Meulenhoff
2131,J.S. Sanders Books
2132,JHU Press
2133,JLML Press
2134,JP Medical Ltd
2135,"JSS Literary Productions, LLC"
2136,"Jabberwocky Literary Agency, Inc."
2137,Jacana Media
2138,Jacaranda
2139,Jack Artymiak
2140,Jacqui Small
2141,Jaico Publishing House
2142,Jala Publishing
2143,James & Kenneth Pub
2144,James Clarke & Co.
2145,James Currey
2146,James Lorimer &amp; Company
2147,Jamey Aebersold Jazz Incorporated
2148,Jangen Press
2149,Janssen Verlag
2150,Japan Publication Trading Company
2151,Japan Publications
2152,Japan Publications Trading
2153,JarRyJorNo Publishing
2154,Jason Aronson
2155,Jason Aronson Incorporated
2156,Jazzybee Verlag
2157,Jefferson & His Time (Universi
2158,"Jefferson, N.C. : McFarland & Company"
2159,Jenkins Pub
2160,Jenna Powers
2161,Jesse Stuart Foundation
2162,Jessica Kingsley Publishers
2163,Jewish Lights Publishing
2164,Jewish Publication Society
2165,Jewish Publication Society of America
2166,Jim Chambers
2167,Jimmy Patterson
2168,Jimmy Swaggart Ministries
2169,Jist Works
2170,Jo Fletcher Books
2171,Joe Books Ltd
2172,Joey O'Connor
2173,John Alexandrov
2174,John Benjamins Publishing
2175,John Donald
2176,John F Blair Pub
2177,"John F. Blair, Publisher"
2178,John Hafnor
2179,John Joseph Adams
2180,John McPherson
2181,John Murray
2182,John Murray Publishers
2183,John Wiley & Sons
2184,John Wiley & Sons Incorporated
2185,John Wiley and Sons
2186,Johns Hopkins University Press
2187,Johnson Inst
2188,Jonathan Cape
2189,Jonathan David Pub
2190,Jones & Bartlett Learning
2191,Jones & Bartlett Publishers
2192,Joseph Campbell Foundation
2193,Joseph Henry Press
2194,Jossey-Bass
2195,Journal of Confederate History
2196,Journal of Pyrotechnics
2197,Jove Books
2198,Jove Publications
2199,Jovian Press
2200,Judy Prescott Marshall
2201,Julian Dibbell
2202,Julian Messner
2203,Julianna Keyes
2204,Jump At The Sun
2205,Just My Best Publishing Company
2206,Juta and Company Ltd
2207,K.E. Ganshert
2208,KISTech Communications
2209,KLA Fricke Inc
2210,"KTAV Publishing House, Inc."
2211,Kaitlyn Davis
2212,Kales Press
2213,Kallisti Publishing
2214,Kalmbach Books
2215,Kalmbach Publishing Company
2216,"Kalmbach Publishing, Co."
2217,Kama Shastra Society of London and Benares
2218,Kane Miller Book Pub
2219,Kansas City Star Books
2220,Kaplan
2221,Kaplan AEC Architecture
2222,Kaplan AEC Engineering
2223,Kaplan Publishing
2224,Kar-Ben
2225,Kar-Ben Publishing
2226,Kar-Ben Publishing ®
2227,Kar-Ben Publishing ™
2228,Karakter
2229,Karis Publishing
2230,Kasey Michaels
2231,Katherine Tegen Books
2232,Kendall Hunt
2233,Kendall Ryan
2234,Kenneth Copeland Publications
2235,Kenneth Hagin Ministries
2236,Kensington
2237,Kensington Books
2238,Kensington Cozies
2239,Kensington Publishing Corp.
2240,Kensington Publishing Corporation
2241,Kent State University Press
2242,Kestrel Publication
2243,Key Porter Books
2244,Kiddy Chronicles Pub
2245,Kids Can Press
2246,Kids Can Press Ltd
2247,Kids Play
2248,Kidwick Books LLC
2249,Kidzone
2250,Kiesha'ra (Paperback)
2251,Kimani
2252,Kimberly Hunter
2253,Kindred
2254,Kingfisher
2255,Kingfisher Books
2256,Kingkiller Chronicle
2257,Kings Road Publishing
2258,Kingsley Press
2259,Kirk House Pub
2260,"Kitchener, Ont. : Castle Quay Books"
2261,Klutz
2262,Knopf
2263,Knopf Books for Young Readers
2264,Knopf Canada
2265,Knopf Publishing Group
2266,Kodansha
2267,Kodansha Amer Incorporated
2268,Kodansha America
2269,Kodansha Comics
2270,Kodansha Globe
2271,Kodansha International
2272,Kodansha USA
2273,Kogan Page Publishers
2274,Koinonia House
2275,Konecky Konecky
2276,Konemann
2277,Krause Publications
2278,Krause Publications Incorporated
2279,Kregel Academic
2280,Kregel Academic & Professional
2281,Kregel Kidzone
2282,Kregel Publications
